Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037102105,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.9,,,13.1,14.8,"1,731","(34.2098714343, -118.349263911)",HLTHOUT,PHLTH,0644000,06037102105,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037102107,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.0,,,13.8,16.4,"3,851","(34.24047302, -118.338008066)",HLTHOUT,PHLTH,0644000,06037102107,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037103101,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.0,,,11.0,13.0,"2,670","(34.2732408147, -118.307887424)",HLTHOUT,PHLTH,0644000,06037103101,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037103102,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.7,,,10.7,12.7,"4,751","(34.2633842945, -118.307388243)",HLTHOUT,PHLTH,0644000,06037103102,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037103200,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.8,,,13.6,16.0,"6,146","(34.2722216165, -118.33769961)",HLTHOUT,PHLTH,0644000,06037103200,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037103300,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.8,,,10.4,13.4,"3,819","(34.2573786607, -118.355477646)",HLTHOUT,PHLTH,0644000,06037103300,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037103400,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.5,,,11.3,13.6,"6,143","(34.2548353935, -118.313973658)",HLTHOUT,PHLTH,0644000,06037103400,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104103,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.3,,,13.9,16.8,"4,085","(34.2820992974, -118.392576354)",HLTHOUT,PHLTH,0644000,06037104103,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104105,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.3,,,16.3,20.2,"5,412","(34.2761482316, -118.404686063)",HLTHOUT,PHLTH,0644000,06037104105,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104108,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.0,,,16.8,19.3,"5,256","(34.2731497127, -118.398570018)",HLTHOUT,PHLTH,0644000,06037104108,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104124,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.0,,,11.9,14.2,"3,652","(34.2794401202, -118.379103232)",HLTHOUT,PHLTH,0644000,06037104124,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104201,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.5,,,16.2,18.7,"4,780","(34.2865005947, -118.416099724)",HLTHOUT,PHLTH,0644000,06037104201,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104203,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.9,,,17.1,20.8,"5,210","(34.2790581286, -118.41155431)",HLTHOUT,PHLTH,0644000,06037104203,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104204,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.5,,,16.2,18.7,"2,886","(34.2894422501, -118.395072665)",HLTHOUT,PHLTH,0644000,06037104204,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104310,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.2,,,16.9,19.6,"4,921","(34.2763731834, -118.429281141)",HLTHOUT,PHLTH,0644000,06037104310,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104320,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.9,,,15.1,18.6,"5,998","(34.2731324072, -118.420249125)",HLTHOUT,PHLTH,0644000,06037104320,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104401,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.8,,,15.8,19.7,"3,357","(34.2670388027, -118.432721629)",HLTHOUT,PHLTH,0644000,06037104401,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104403,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.1,,,16.9,21.1,"3,282","(34.2587739444, -118.43448529)",HLTHOUT,PHLTH,0644000,06037104403,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104404,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.9,,,17.0,20.7,"3,236","(34.263920671, -118.428691445)",HLTHOUT,PHLTH,0644000,06037104404,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104500,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.7,,,14.9,18.5,"3,293","(34.2555108924, -118.425748024)",HLTHOUT,PHLTH,0644000,06037104500,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104610,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.0,,,16.0,19.9,"3,672","(34.2604355657, -118.418992862)",HLTHOUT,PHLTH,0644000,06037104610,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104620,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.8,,,15.0,18.5,"3,539","(34.2579043724, -118.422464804)",HLTHOUT,PHLTH,0644000,06037104620,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104701,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.5,,,21.8,27.4,"4,208","(34.268474486, -118.415213851)",HLTHOUT,PHLTH,0644000,06037104701,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104703,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.0,,,17.9,22.2,"2,397","(34.2552324771, -118.40059038)",HLTHOUT,PHLTH,0644000,06037104703,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104704,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.9,,,13.4,16.6,"4,219","(34.2625316415, -118.408863695)",HLTHOUT,PHLTH,0644000,06037104704,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104810,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.5,,,14.7,18.3,"5,328","(34.2502996266, -118.411179254)",HLTHOUT,PHLTH,0644000,06037104810,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104821,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.4,,,16.5,20.5,"3,514","(34.2465705263, -118.416295602)",HLTHOUT,PHLTH,0644000,06037104821,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037104822,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.6,,,19.6,23.8,"2,277","(34.2458338715, -118.420923913)",HLTHOUT,PHLTH,0644000,06037104822,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106010,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.7,,,12.4,15.1,"3,152","(34.3253360674, -118.443410906)",HLTHOUT,PHLTH,0644000,06037106010,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106020,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.6,,,14.0,17.2,"5,557","(34.3212768892, -118.428380271)",HLTHOUT,PHLTH,0644000,06037106020,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106111,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.6,,,10.4,12.9,"4,334","(34.3188906396, -118.409861394)",HLTHOUT,PHLTH,0644000,06037106111,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106112,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.5,,,12.2,15.0,"5,969","(34.3054784652, -118.412447181)",HLTHOUT,PHLTH,0644000,06037106112,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106113,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.9,,,11.6,14.4,"3,493","(34.3061792841, -118.422236916)",HLTHOUT,PHLTH,0644000,06037106113,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106114,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.4,,,15.1,17.7,"5,880","(34.3027270417, -118.426990691)",HLTHOUT,PHLTH,0644000,06037106114,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106403,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.2,,,12.7,15.8,"3,825","(34.3060186758, -118.441274239)",HLTHOUT,PHLTH,0644000,06037106403,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106405,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.4,,,12.9,15.9,"3,966","(34.3146809046, -118.448292799)",HLTHOUT,PHLTH,0644000,06037106405,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106406,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.3,,,10.2,12.4,"4,962","(34.3223862216, -118.460187825)",HLTHOUT,PHLTH,0644000,06037106406,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106407,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.6,,,16.9,20.4,"2,933","(34.3105741963, -118.43655716)",HLTHOUT,PHLTH,0644000,06037106407,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106408,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.7,,,16.4,20.9,"3,463","(34.3132613231, -118.440077709)",HLTHOUT,PHLTH,0644000,06037106408,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106510,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.5,,,10.3,12.7,"5,108","(34.3235640135, -118.485084841)",HLTHOUT,PHLTH,0644000,06037106510,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106520,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.1,,,14.4,17.8,"5,837","(34.3088574805, -118.461352505)",HLTHOUT,PHLTH,0644000,06037106520,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106603,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.6,,,8.5,10.8,"2,979","(34.3125978783, -118.520478512)",HLTHOUT,PHLTH,0644000,06037106603,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106604,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.9,,,13.4,16.5,"5,020","(34.3044426355, -118.473674779)",HLTHOUT,PHLTH,0644000,06037106604,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106641,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.3,,,8.3,10.3,"2,317","(34.2984691126, -118.508433099)",HLTHOUT,PHLTH,0644000,06037106641,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106642,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.3,,,9.4,11.3,"3,236","(34.286322643, -118.50701369)",HLTHOUT,PHLTH,0644000,06037106642,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106643,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.8,,,7.8,10.0,"4,320","(34.2894539879, -118.522016825)",HLTHOUT,PHLTH,0644000,06037106643,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106645,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.0,,,8.8,11.3,"3,389","(34.2905630964, -118.494173026)",HLTHOUT,PHLTH,0644000,06037106645,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106646,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.9,,,10.8,13.1,"3,237","(34.279737959, -118.49394483)",HLTHOUT,PHLTH,0644000,06037106646,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106648,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.4,,,17.5,21.4,"3,890","(34.2930983026, -118.455834646)",HLTHOUT,PHLTH,0644000,06037106648,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037106649,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.8,,,10.6,13.0,"2,853","(34.2892619301, -118.46065439)",HLTHOUT,PHLTH,0644000,06037106649,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037107010,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.7,,,13.0,16.3,"3,247","(34.3020803417, -118.44672058)",HLTHOUT,PHLTH,0644000,06037107010,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037107020,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.6,,,12.0,15.2,"5,404","(34.2975505056, -118.45047945)",HLTHOUT,PHLTH,0644000,06037107020,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037108101,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.8,,,8.8,11.0,"2,230","(34.2793058728, -118.541652418)",HLTHOUT,PHLTH,0644000,06037108101,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037108102,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.7,,,8.7,10.6,"3,430","(34.2804585587, -118.555066583)",HLTHOUT,PHLTH,0644000,06037108102,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037108103,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.2,,,7.3,9.2,"3,256","(34.2864236008, -118.540002176)",HLTHOUT,PHLTH,0644000,06037108103,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037108104,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.2,,,8.2,10.4,"1,698","(34.2943135244, -118.546008289)",HLTHOUT,PHLTH,0644000,06037108104,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037108201,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.1,,,7.4,8.9,"5,551","(34.2868639595, -118.564233719)",HLTHOUT,PHLTH,0644000,06037108201,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037108202,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.2,,,7.4,9.0,"4,895","(34.2869111735, -118.581612731)",HLTHOUT,PHLTH,0644000,06037108202,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037109100,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.6,,,12.8,16.4,"2,492","(34.277169545, -118.463150987)",HLTHOUT,PHLTH,0644000,06037109100,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037109200,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.4,,,10.4,12.5,"2,669","(34.2779981225, -118.474627068)",HLTHOUT,PHLTH,0644000,06037109200,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037109300,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.3,,,11.2,13.5,"3,085","(34.2711982744, -118.480433434)",HLTHOUT,PHLTH,0644000,06037109300,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037109400,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.7,,,11.4,14.0,"3,720","(34.2687176476, -118.455696885)",HLTHOUT,PHLTH,0644000,06037109400,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037109500,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.4,,,13.5,17.3,"4,303","(34.2738392474, -118.444031541)",HLTHOUT,PHLTH,0644000,06037109500,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037109601,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.5,,,11.1,13.9,"5,020","(34.2586254461, -118.451449658)",HLTHOUT,PHLTH,0644000,06037109601,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037109603,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.3,,,12.0,14.6,"4,252","(34.2536518298, -118.465415736)",HLTHOUT,PHLTH,0644000,06037109603,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037109604,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.3,,,12.1,14.6,"2,975","(34.2615445507, -118.465351801)",HLTHOUT,PHLTH,0644000,06037109604,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037109700,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.9,,,10.8,13.0,"4,493","(34.2619342354, -118.480888134)",HLTHOUT,PHLTH,0644000,06037109700,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037109800,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.9,,,10.8,13.0,"4,565","(34.2537114493, -118.481597345)",HLTHOUT,PHLTH,0644000,06037109800,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037111100,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.2,,,10.3,12.1,"2,982","(34.2683098273, -118.495069437)",HLTHOUT,PHLTH,0644000,06037111100,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037111201,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.1,,,10.0,12.4,"3,410","(34.2748334645, -118.510148998)",HLTHOUT,PHLTH,0644000,06037111201,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037111202,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.3,,,10.2,12.5,"5,213","(34.2684430683, -118.514827142)",HLTHOUT,PHLTH,0644000,06037111202,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037111204,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.7,,,8.8,10.8,"5,859","(34.2620487933, -118.548883146)",HLTHOUT,PHLTH,0644000,06037111204,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037111205,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.1,,,9.5,10.8,"3,375","(34.253504093, -118.535267994)",HLTHOUT,PHLTH,0644000,06037111205,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037111206,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.5,,,9.4,11.6,"4,490","(34.2675477869, -118.534498108)",HLTHOUT,PHLTH,0644000,06037111206,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037111301,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.2,,,11.4,13.0,"7,087","(34.2611288289, -118.515770558)",HLTHOUT,PHLTH,0644000,06037111301,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037111302,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.3,,,10.2,12.5,"4,786","(34.2539510115, -118.512842514)",HLTHOUT,PHLTH,0644000,06037111302,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037111400,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.3,,,11.5,13.1,"7,560","(34.2578117833, -118.496181958)",HLTHOUT,PHLTH,0644000,06037111400,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037113101,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.9,,,10.6,13.3,"3,558","(34.264577088, -118.586901264)",HLTHOUT,PHLTH,0644000,06037113101,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037113102,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.1,,,9.1,11.3,"2,828","(34.2653031287, -118.568592213)",HLTHOUT,PHLTH,0644000,06037113102,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037113211,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.2,,,9.0,11.6,"3,787","(34.2660777778, -118.615261605)",HLTHOUT,PHLTH,0644000,06037113211,Physical Health
2014,CA,California,Los Angeles,Census Tract,BRFSS,Health Outcomes,0644000-06037113212,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.2,,,9.2,11.3,"3,069","(34.2606868654, -118.602431196)",HLTHOUT,PHLTH,0644000,06037113212,Physical Health
