Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037480303,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.4,,,9.4,11.6,"3,858","(34.0951421487, -118.137717692)",HLTHOUT,PHLTH,0600884,06037480303,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037480304,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.6,,,10.4,12.8,"4,098","(34.0961676852, -118.131602046)",HLTHOUT,PHLTH,0600884,06037480304,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037480400,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.2,,,9.2,11.4,"5,654","(34.1039996898, -118.132169594)",HLTHOUT,PHLTH,0600884,06037480400,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037480802,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.6,,,10.4,12.8,"3,279","(34.0820626794, -118.152649485)",HLTHOUT,PHLTH,0600884,06037480802,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037480803,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.0,,,11.9,14.2,"3,464","(34.0909207045, -118.153606642)",HLTHOUT,PHLTH,0600884,06037480803,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037480804,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.5,,,9.6,11.6,"4,998","(34.0957201564, -118.147241501)",HLTHOUT,PHLTH,0600884,06037480804,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037480901,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.0,,,10.1,12.0,"4,686","(34.0869807008, -118.140160949)",HLTHOUT,PHLTH,0600884,06037480901,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037480902,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.3,,,11.0,13.6,"4,218","(34.0802793151, -118.139020746)",HLTHOUT,PHLTH,0600884,06037480902,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037480903,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.1,,,11.7,14.5,"3,206","(34.0736605777, -118.139349034)",HLTHOUT,PHLTH,0600884,06037480903,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037481001,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.1,,,10.8,13.4,"3,842","(34.0876623737, -118.13028857)",HLTHOUT,PHLTH,0600884,06037481001,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037481002,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.1,,,10.0,12.3,"5,447","(34.095187919, -118.118974009)",HLTHOUT,PHLTH,0600884,06037481002,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037481500,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.9,,,11.4,14.6,"4,361","(34.0821872967, -118.112757818)",HLTHOUT,PHLTH,0600884,06037481500,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037481603,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.3,,,10.8,13.7,"3,802","(34.0841556114, -118.120186809)",HLTHOUT,PHLTH,0600884,06037481603,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037481604,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.5,,,10.3,12.9,"3,942","(34.0832452578, -118.126062492)",HLTHOUT,PHLTH,0600884,06037481604,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037481605,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.4,,,13.3,15.6,"3,387","(34.0719029813, -118.12558776)",HLTHOUT,PHLTH,0600884,06037481605,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037481606,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.9,,,11.8,14.2,"4,871","(34.0764498389, -118.125985021)",HLTHOUT,PHLTH,0600884,06037481606,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037481800,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.0,,,10.9,13.4,"2,596","(34.0653167144, -118.140753823)",HLTHOUT,PHLTH,0600884,06037481800,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037481901,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.7,,,10.6,12.9,"5,770","(34.0710196323, -118.155044759)",HLTHOUT,PHLTH,0600884,06037481901,Physical Health
2014,CA,California,Alhambra,Census Tract,BRFSS,Health Outcomes,0600884-06037481902,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.5,,,10.4,12.6,"3,355","(34.0654918214, -118.150707726)",HLTHOUT,PHLTH,0600884,06037481902,Physical Health
2014,CA,California,Anaheim,City,BRFSS,Health Outcomes,0602000,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.4,,,13.3,13.6,"336,265","(33.8389076996, -117.857613481)",HLTHOUT,PHLTH,0602000,,Physical Health
2014,CA,California,Anaheim,City,BRFSS,Health Outcomes,0602000,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.0,,,12.8,13.2,"336,265","(33.8389076996, -117.857613481)",HLTHOUT,PHLTH,0602000,,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059011602,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.8,,,14.3,17.4,"1,940","(33.8576362735, -117.905345646)",HLTHOUT,PHLTH,0602000,06059011602,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059011714,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.8,,,7.7,10.0,499,"(33.8569694761, -117.85432006)",HLTHOUT,PHLTH,0602000,06059011714,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059011720,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.4,,,17.9,22.8,"1,956","(33.8564588116, -117.87359955)",HLTHOUT,PHLTH,0602000,06059011720,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059011722,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.9,,,10.7,13.1,"1,756","(33.8668296663, -117.861029921)",HLTHOUT,PHLTH,0602000,06059011722,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059021807,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.8,,,9.0,10.6,"4,131","(33.8674848069, -117.770719029)",HLTHOUT,PHLTH,0602000,06059021807,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059021812,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.6,,,7.8,9.4,"5,475","(33.8678828346, -117.804159058)",HLTHOUT,PHLTH,0602000,06059021812,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059021813,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,*,Estimates suppressed for population less than 50,,,16,"(33.8586851808, -117.816059691)",HLTHOUT,PHLTH,0602000,06059021813,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059021826,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,*,Estimates suppressed for population less than 50,,,1,"(33.8765979555, -117.749543521)",HLTHOUT,PHLTH,0602000,06059021826,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059021903,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.0,,,10.0,12.0,"4,034","(33.8517269359, -117.812676309)",HLTHOUT,PHLTH,0602000,06059021903,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059021905,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.7,,,8.9,10.6,"5,485","(33.8584405583, -117.773381329)",HLTHOUT,PHLTH,0602000,06059021905,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059021915,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.1,,,8.3,10.0,"3,862","(33.8446607353, -117.810738811)",HLTHOUT,PHLTH,0602000,06059021915,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059021916,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.5,,,8.3,10.7,"3,529","(33.8407663969, -117.792365644)",HLTHOUT,PHLTH,0602000,06059021916,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059021919,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.7,,,8.6,11.0,"2,662","(33.8488293124, -117.769678979)",HLTHOUT,PHLTH,0602000,06059021919,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059021920,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.1,,,8.1,10.2,"5,219","(33.8382525488, -117.764066764)",HLTHOUT,PHLTH,0602000,06059021920,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059021921,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.5,,,7.5,9.7,"4,496","(33.8549586608, -117.754398123)",HLTHOUT,PHLTH,0602000,06059021921,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059021922,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.1,,,8.1,10.1,"4,834","(33.8599363608, -117.744313426)",HLTHOUT,PHLTH,0602000,06059021922,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059021923,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.4,,,6.8,8.1,"6,421","(33.8436698107, -117.73381825)",HLTHOUT,PHLTH,0602000,06059021923,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059021924,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.9,,,7.1,9.0,"4,135","(33.8557291986, -117.706675627)",HLTHOUT,PHLTH,0602000,06059021924,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059075813,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.6,,,9.0,12.5,378,"(33.8371616714, -117.819130684)",HLTHOUT,PHLTH,0602000,06059075813,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059076101,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.3,,,6.4,8.3,"1,648","(33.7990119072, -117.884213598)",HLTHOUT,PHLTH,0602000,06059076101,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059076102,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.8,,,11.6,14.1,"1,039","(33.7931021528, -117.895540813)",HLTHOUT,PHLTH,0602000,06059076102,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059076202,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.6,,,9.6,11.7,"1,530","(33.8454140709, -117.83336722)",HLTHOUT,PHLTH,0602000,06059076202,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086301,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.3,,,12.9,15.7,"7,474","(33.8327569068, -117.896247223)",HLTHOUT,PHLTH,0602000,06059086301,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086303,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.8,,,9.2,10.5,"6,212","(33.8118445726, -117.890747767)",HLTHOUT,PHLTH,0602000,06059086303,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086304,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.2,,,10.9,13.5,"4,847","(33.8354914228, -117.879097554)",HLTHOUT,PHLTH,0602000,06059086304,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086305,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.4,,,10.4,12.4,"4,006","(33.8291408807, -117.879478818)",HLTHOUT,PHLTH,0602000,06059086305,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086306,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.0,,,10.9,13.2,"3,658","(33.8231908735, -117.8766929)",HLTHOUT,PHLTH,0602000,06059086306,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086402,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.2,,,12.7,15.8,"5,651","(33.8462668715, -117.884928855)",HLTHOUT,PHLTH,0602000,06059086402,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086404,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.7,,,14.2,17.2,"6,546","(33.8506271287, -117.897773288)",HLTHOUT,PHLTH,0602000,06059086404,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086405,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.4,,,14.6,18.0,"6,578","(33.843436866, -117.897136189)",HLTHOUT,PHLTH,0602000,06059086405,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086406,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.4,,,11.4,13.5,"4,330","(33.8438174153, -117.876231081)",HLTHOUT,PHLTH,0602000,06059086406,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086407,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.1,,,10.9,13.2,"6,488","(33.8440749154, -117.858654218)",HLTHOUT,PHLTH,0602000,06059086407,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086501,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.7,,,14.1,17.3,"4,848","(33.8466851958, -117.918730714)",HLTHOUT,PHLTH,0602000,06059086501,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086502,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.2,,,16.3,20.0,"6,551","(33.8477893304, -117.910071728)",HLTHOUT,PHLTH,0602000,06059086502,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086601,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.6,,,16.6,20.7,"9,584","(33.8507452825, -117.933024016)",HLTHOUT,PHLTH,0602000,06059086601,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086602,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.1,,,13.1,15.3,"6,131","(33.8440427268, -117.933112075)",HLTHOUT,PHLTH,0602000,06059086602,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086701,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.7,,,11.5,13.9,"8,735","(33.8510776935, -117.956072683)",HLTHOUT,PHLTH,0602000,06059086701,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086702,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.5,,,12.2,14.8,"7,094","(33.8432690342, -117.948232836)",HLTHOUT,PHLTH,0602000,06059086702,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086801,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.3,,,9.4,11.2,"1,372","(33.8487595268, -117.97905571)",HLTHOUT,PHLTH,0602000,06059086801,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086802,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.2,,,12.0,14.5,"5,913","(33.845254373, -117.96885758)",HLTHOUT,PHLTH,0602000,06059086802,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086803,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.6,,,11.6,13.6,"6,366","(33.8355379775, -117.979005097)",HLTHOUT,PHLTH,0602000,06059086803,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086901,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.4,,,13.2,15.6,"8,725","(33.8246116473, -118.006504245)",HLTHOUT,PHLTH,0602000,06059086901,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086902,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.2,,,13.0,15.6,"5,614","(33.8247013817, -117.997775267)",HLTHOUT,PHLTH,0602000,06059086902,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059086903,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.5,,,11.6,13.4,"6,861","(33.8247750717, -117.989034563)",HLTHOUT,PHLTH,0602000,06059086903,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059087001,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.9,,,14.0,15.8,"5,537","(33.8248553888, -117.980283972)",HLTHOUT,PHLTH,0602000,06059087001,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059087002,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.7,,,11.7,13.8,"6,922","(33.8249718598, -117.971765748)",HLTHOUT,PHLTH,0602000,06059087002,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059087101,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.2,,,9.6,10.9,"4,160","(33.8331828046, -117.963338724)",HLTHOUT,PHLTH,0602000,06059087101,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059087102,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.3,,,12.2,14.6,"5,816","(33.8370659137, -117.951967529)",HLTHOUT,PHLTH,0602000,06059087102,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059087103,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.4,,,11.3,13.5,"8,470","(33.8264302124, -117.948779823)",HLTHOUT,PHLTH,0602000,06059087103,Physical Health
2014,CA,California,Anaheim,Census Tract,BRFSS,Health Outcomes,0602000-06059087105,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.6,,,10.5,12.6,"4,635","(33.8274824176, -117.934661266)",HLTHOUT,PHLTH,0602000,06059087105,Physical Health
